id,group,label,links
"Rushforth,Richard Ray",GIOS,"Rushforth,Richard Ray",2
"Ruston,Scott W",CLAS,"Ruston,Scott W",2
"Ruth,Alissa Alice",CLAS,"Ruth,Alissa Alice",2
"Rutowski,Ronald L",CLAS,"Rutowski,Ronald L",1
"Ryan,Edmund Michael Colum",CLAS,"Ryan,Edmund Michael Colum",0
"Rykaczewski,Konrad",IAFSE,"Rykaczewski,Konrad",1
"Sabo,John L",CLAS,"Sabo,John L",5
"Sadleir,Rosalind Jane",IAFSE,"Sadleir,Rosalind Jane",2
"Saewert,Karen J",CONHI,"Saewert,Karen J",1
"Saffell,Erinanne Mooney",CLAS,"Saffell,Erinanne Mooney",1
"Saidy-Hannah,Christina N",CLAS,"Saidy-Hannah,Christina N",1
"Sailor,David J",CLAS,"Sailor,David J",3
"Saks,Michael J",LAW,"Saks,Michael J",1
"Sala,Osvaldo E.",CLAS,"Sala,Osvaldo E.",1
"Salamone,Damien Thomas",CLAS,"Salamone,Damien Thomas",1
"Salerno,Jessica Marie",ARTS,"Salerno,Jessica Marie",1
"Salon,Deborah",CLAS,"Salon,Deborah",2
"Saltmarsh,Sarah Schmaltz",MLFTC,"Saltmarsh,Sarah Schmaltz",1
"Sampson,David Arthur",GIOS,"Sampson,David Arthur",1
"Sampson,Robert R",OKED,"Sampson,Robert R",1
"Samuelson,Hava Tirosh",CLAS,"Samuelson,Hava Tirosh",1
"Sanabria,Federico",CLAS,"Sanabria,Federico",3
"Sandler,Irwin Noah",CLAS,"Sandler,Irwin Noah",3
"Sandrin,Susannah K",ARTS,"Sandrin,Susannah K",2
"Sandrin,Todd Ryan",ARTS,"Sandrin,Todd Ryan",1
"Sankar,Lalitha",IAFSE,"Sankar,Lalitha",1
"Sannier,Adrian Vincent",ONLINE,"Sannier,Adrian Vincent",1
"Santana,Robert Scott",CHS,"Santana,Robert Scott",0
"Santanam,Raghu",WPC,"Santanam,Raghu",1
"Santello,Marco",IAFSE,"Santello,Marco",3
"Santos,Carlos Eduardo",CISA,"Santos,Carlos Eduardo",1
"Saraniti,Marco",IAFSE,"Saraniti,Marco",3
"Sarat,Leah M",CLAS,"Sarat,Leah M",1
"Sarewitz,Daniel",SFIS,"Sarewitz,Daniel",4
"Saripalli,Srikanth",CLAS,"Saripalli,Srikanth",2
"Sarjoughian,Hessam Seyed",IAFSE,"Sarjoughian,Hessam Seyed",2
"Sarwat,Mohamed",IAFSE,"Sarwat,Mohamed",2
"Sato,Hiroyuki",CLAS,"Sato,Hiroyuki",2
"Saul,Steven Eugene",CISA,"Saul,Steven Eugene",1
"Savenye,Wilhelmina C",MLFTC,"Savenye,Wilhelmina C",1
"Sayeed,Mohamed",UTO,"Sayeed,Mohamed",1
"Sayres,Scott G",CLAS,"Sayres,Scott G",1
"Scaglione,Anna",IAFSE,"Scaglione,Anna",4
"Scannapieco,Evan",CLAS,"Scannapieco,Evan",1
"Schaefer,David",CLAS,"Schaefer,David",2
"Scherer,Nancy",CHS,"Scherer,Nancy",1
"Schmidt,Kevin Edward",CLAS,"Schmidt,Kevin Edward",1
"Schmitz,Troy Gordon",WPC,"Schmitz,Troy Gordon",1
"Schoettle,Louis Noble",CLAS,"Schoettle,Louis Noble",0
"Schrader,Devin Lee",CLAS,"Schrader,Devin Lee",1
"Schreiner-Mcgraw,Adam Paul",CLAS,"Schreiner-Mcgraw,Adam Paul",0
"Schugurensky,Daniel",PUBSRV,"Schugurensky,Daniel",1
"Schulte,Ann C",CLAS,"Schulte,Ann C",3
"Schwartz,Gary T",CLAS,"Schwartz,Gary T",1
"Schweitzer,Nicholas",ARTS,"Schweitzer,Nicholas",1
"Scotch,Matthew L",BDI,"Scotch,Matthew L",4
"Scott,Kimberly A",CLAS,"Scott,Kimberly A",1
"Scowen,Paul Andrew",CLAS,"Scowen,Paul Andrew",4
"Seager,Thomas Payson",IAFSE,"Seager,Thomas Payson",7
"Searle,Mark",EVPP,"Searle,Mark",1
"Seaton,Eleanor",CLAS,"Seaton,Eleanor",1
"Sebold,Brent James",IAFSE,"Sebold,Brent James",2
"Sefair,Jorge Alberto",IAFSE,"Sefair,Jorge Alberto",2
"Segal,Sabrina",CLAS,"Segal,Sabrina",1
"Selin,Cynthia Lea",SFIS,"Selin,Cynthia Lea",1
"Selover,Nancy Joan",CLAS,"Selover,Nancy Joan",3
"Semken,Steven",CLAS,"Semken,Steven",2
"Sen,Arunabha",IAFSE,"Sen,Arunabha",1
"Seo,Dong Kyun",CLAS,"Seo,Dong Kyun",1
"Seo,Jae-Sun",IAFSE,"Seo,Jae-Sun",2
"Seyler,Sean Lee",CLAS,"Seyler,Sean Lee",0
"Sha,Xin Wei",HIDA,"Sha,Xin Wei",4
"Shabazz Sanders,Gregg Rashad",CLAS,"Shabazz Sanders,Gregg Rashad",1
"Shafer,Michael S",PUBSRV,"Shafer,Michael S",3
"Shaibi,Gabriel",CONHI,"Shaibi,Gabriel",3
"Shakarian,Jana L",IAFSE,"Shakarian,Jana L",1
"Shakarian,Paulo",IAFSE,"Shakarian,Paulo",4
"Shan,Xiaonan",BDI,"Shan,Xiaonan",1
"Sharp,Thomas",CLAS,"Sharp,Thomas",2
"Shaw,Lesley Manson",CHS,"Shaw,Lesley Manson",1
"Shearer,Nelma Beth",CONHI,"Shearer,Nelma Beth",1
"Sheppard,Lorie",OBF,"Sheppard,Lorie",1
"Shet Tilvi,Vithal Pandurang",CLAS,"Shet Tilvi,Vithal Pandurang",1
"Shi,Yixin",CLAS,"Shi,Yixin",2
"Shim,Sang-Heon",CLAS,"Shim,Sang-Heon",4
"Shin,Cha-Nam",CONHI,"Shin,Cha-Nam",1
"Shin,Dosun",EVPP,"Shin,Dosun",1
"Shiota,Michelle Noelani",CLAS,"Shiota,Michelle Noelani",1
"Shipstead,Zachary",ARTS,"Shipstead,Zachary",1
"Shirzaei,Manoochehr",CLAS,"Shirzaei,Manoochehr",5
"Shkolnik,Evgenya",CLAS,"Shkolnik,Evgenya",1
"Shock,Everett",CLAS,"Shock,Everett",2
"Shortliffe,Edward H",CHS,"Shortliffe,Edward H",1
"Shrestha,Milan",GIOS,"Shrestha,Milan",2
"Shrivastava,Aviral",IAFSE,"Shrivastava,Aviral",2
"Shuaib,Abdelrahman Nasr",IAFSE,"Shuaib,Abdelrahman Nasr",1
"Shutters,Shade Timothy",IAFSE,"Shutters,Shade Timothy",4
"Si,Jennie",IAFSE,"Si,Jennie",2
"Sieradzki,Karl",IAFSE,"Sieradzki,Karl",3
"Sierks,Michael Richard",IAFSE,"Sierks,Michael Richard",2
"Silcock,Burton William",WCJMC,"Silcock,Burton William",2
"Silk,Joan Barbara",CLAS,"Silk,Joan Barbara",1
"Silva,Victor Hugo",CLAS,"Silva,Victor Hugo",1
"Silva,Yasin Nilton",ARTS,"Silva,Yasin Nilton",2
"Simeone,Michael Paul",CLAS,"Simeone,Michael Paul",5
"Simon,Arleyn W",CLAS,"Simon,Arleyn W",1
"Simpson,Richard Kendall",CLAS,"Simpson,Richard Kendall",0
"Sinha,Shahnawaz",IAFSE,"Sinha,Shahnawaz",1
"Sipka,Danko Dan",CLAS,"Sipka,Danko Dan",2
"Skorokhodov,Philip",CLAS,"Skorokhodov,Philip",0
"Slade,Alexandra Avril Brewis",CLAS,"Slade,Alexandra Avril Brewis",3
"Slivinski,Stephen Anthony",WPC,"Slivinski,Stephen Anthony",1
"Smith,Barbara Symie",IAFSE,"Smith,Barbara Symie",1
"Smith,Brian",CLAS,"Smith,Brian",4
"Smith,David John",CLAS,"Smith,David John",7
"Smith,Jacqueline Vella",EXEC_ADMIN,"Smith,Jacqueline Vella",1
"Smith,Sharon D",EOSS,"Smith,Sharon D",1
"Snyder,Russell Bradley",CLAS,"Snyder,Russell Bradley",1
"Sodemann,Angela Ann",IAFSE,"Sodemann,Angela Ann",1
"Sohoni,Sohum Ashok",IAFSE,"Sohoni,Sohum Ashok",3
"Solanki,Kiran N.",IAFSE,"Solanki,Kiran N.",2
"Solyom,Jessica Ann",CLAS,"Solyom,Jessica Ann",1
"Sommerfeld,Milton R",IAFSE,"Sommerfeld,Milton R",2
"Song,Qian",CLAS,"Song,Qian",1
"Sottara,Davide",CHS,"Sottara,Davide",4
"Spanias,Andreas Savva",IAFSE,"Spanias,Andreas Savva",2
"Spanierman,Lisa Beth",CISA,"Spanierman,Lisa Beth",2
"Spano,Mark L.",IAFSE,"Spano,Mark L.",1
"Sparapani,Nicole J",ISTL,"Sparapani,Nicole J",1
"Spence,John Charles",CLAS,"Spence,John Charles",3
"Speyerer,Emerson Jacob",CLAS,"Speyerer,Emerson Jacob",2
"Spindler,Robert Paul",LIB,"Spindler,Robert Paul",1
"Spinrad,Tracy",CLAS,"Spinrad,Tracy",1
"Spohn,Cassia Cathleen",PUBSRV,"Spohn,Cassia Cathleen",1
"Squires,Kyle D",IAFSE,"Squires,Kyle D",1
"Stabenfeldt,Sarah E",IAFSE,"Stabenfeldt,Sarah E",4
"Stafford,Phillip",BDI,"Stafford,Phillip",3
"Standley,Eileen",HIDA,"Standley,Eileen",1
"Stanley,Richard H",EXEC_ADMIN,"Stanley,Richard H",1
"Starrfield,Sumner Grosby",CLAS,"Starrfield,Sumner Grosby",1
"Starzynski,Shoshanna",EVPP,"Starzynski,Shoshanna",1
"Stats-Caldwell,Denise M",CHS,"Stats-Caldwell,Denise M",1
"Stauffer,Sandra Lee",HIDA,"Stauffer,Sandra Lee",1
"Stechel,Ellen B.",GIOS,"Stechel,Ellen B.",5
"Steele,Kelly Patricia",CISA,"Steele,Kelly Patricia",1
"Steimle,Timothy",CLAS,"Steimle,Timothy",1
"Stein,Julian Everett",HIDA,"Stein,Julian Everett",1
"Stempihar,Jeffrey John",IAFSE,"Stempihar,Jeffrey John",2
"Stephanopoulos,Nicholas",CLAS,"Stephanopoulos,Nicholas",2
"Sterner,Beckett",CLAS,"Sterner,Beckett",0
"Stevens,Yvonne Angelica",LAW,"Stevens,Yvonne Angelica",1
"Stojanowski,Christopher Michae",CLAS,"Stojanowski,Christopher Michae",2
"Stone,Anne C",CLAS,"Stone,Anne C",3
"Stopar,Julie D",CLAS,"Stopar,Julie D",1
"Stritch,Justin Michael",PUBSRV,"Stritch,Justin Michael",4
"Strumsky,Deborah",EVPP,"Strumsky,Deborah",1
"Stufken,John",CLAS,"Stufken,John",1
"Suk,Hye Won",CLAS,"Suk,Hye Won",1
"Sullivan,Kenneth T",IAFSE,"Sullivan,Kenneth T",1
"Sumida Huaman,Elizabeth",CLAS,"Sumida Huaman,Elizabeth",1
"Sun,Fei",PUBSRV,"Sun,Fei",1
"Surgent,Scott Adam",CLAS,"Surgent,Scott Adam",1
"Suzart De Albuquerque,Fabio",CISA,"Suzart De Albuquerque,Fabio",1
"Suzuki,Anne S",ARTS,"Suzuki,Anne S",1
"Swadener,Elizabeth Blue",CLAS,"Swadener,Elizabeth Blue",1
"Swan,Pamela D",CHS,"Swan,Pamela D",2
"Swartz,Jonathan Ward",HIDA,"Swartz,Jonathan Ward",1
"Sweat,Ken Gunter",ARTS,"Sweat,Ken Gunter",1
"Sweazea,Karen Leanna",CHS,"Sweazea,Karen Leanna",1
"Swindell,David",PUBSRV,"Swindell,David",3
"Symonds,Sylvia Alicia",EOSS,"Symonds,Sylvia Alicia",1
"Symonds,William",OKED,"Symonds,William",1
"Syrotiuk,Violet",IAFSE,"Syrotiuk,Violet",1
"Tachine,Amanda R",CLAS,"Tachine,Amanda R",1
"Takahashi,Timothy Taro",IAFSE,"Takahashi,Timothy Taro",1
"Takamura,John Hiroomi",HIDA,"Takamura,John Hiroomi",1
"Talboom,Joshua S",CLAS,"Talboom,Joshua S",0
"Tamizhmani,Govindasamy",IAFSE,"Tamizhmani,Govindasamy",3
"Tang,Pingbo",IAFSE,"Tang,Pingbo",2
"Tang,Wenbo",CLAS,"Tang,Wenbo",1
"Tao,Meng",IAFSE,"Tao,Meng",1
"Tao,Nongjian",IAFSE,"Tao,Nongjian",6
"Tasevska,Natasha",CHS,"Tasevska,Natasha",1
"Tasooji,Amaneh",IAFSE,"Tasooji,Amaneh",1
"Taylor,Jesse Earl",CLAS,"Taylor,Jesse Earl",1
"Taylor,Michelle Elizabeth",CLAS,"Taylor,Michelle Elizabeth",1
"Taylor,Sydney June",IAFSE,"Taylor,Sydney June",0
"Taylor,Thomas J",CLAS,"Taylor,Thomas J",1
"Tebeau,Mark Thomas",CLAS,"Tebeau,Mark Thomas",2
"Tein,Jenn-Yun",CLAS,"Tein,Jenn-Yun",5
"Telep,Cody Webb",PUBSRV,"Telep,Cody Webb",2
"Tepedelenlioglu,Cihan",IAFSE,"Tepedelenlioglu,Cihan",2
"Tepper,Steven Jay",HIDA,"Tepper,Steven Jay",2
"Terrill,William Charles",PUBSRV,"Terrill,William Charles",1
"Thangavelautham,Jekanthan",CLAS,"Thangavelautham,Jekanthan",4
"Thies,Cameron G",CLAS,"Thies,Cameron G",2
"Thompson,John Curtis",OBF,"Thompson,John Curtis",1
"Thompson,Michael Lloyd",OBF,"Thompson,Michael Lloyd",1
"Thompson,Patrick W",CLAS,"Thompson,Patrick W",1
"Thornton,Trevor John",IAFSE,"Thornton,Trevor John",1
"Thorpe,Michael F",CLAS,"Thorpe,Michael F",2
"Throop,Heather Lynne",CLAS,"Throop,Heather Lynne",2
"Thyagarajan,Nithyanandan",CLAS,"Thyagarajan,Nithyanandan",1
"Tian,Yanqing",BDI,"Tian,Yanqing",1
"Till,Christy B",CLAS,"Till,Christy B",1
"Timmes,Francis",CLAS,"Timmes,Francis",1
"Tinapple,David A",HIDA,"Tinapple,David A",5
"Tiokhin,Leonid",CLAS,"Tiokhin,Leonid",0
"Tobias,Evan Sean",HIDA,"Tobias,Evan Sean",1
"Tobin,Daniel Joseph",HIDA,"Tobin,Daniel Joseph",0
"Todd,Michael Wayne",CONHI,"Todd,Michael Wayne",14
"Toledo,Meynard John Lapore",CHS,"Toledo,Meynard John Lapore",0
"Tong,Hanghang",IAFSE,"Tong,Hanghang",4
"Tongay,Sefaattin",IAFSE,"Tongay,Sefaattin",4
"Toon,Richard",CLAS,"Toon,Richard",1
"Torres,Cesar I",IAFSE,"Torres,Cesar I",3
"Towe,Bruce C",IAFSE,"Towe,Bruce C",1
"Towers,Sherry Meleah Jean",CLAS,"Towers,Sherry Meleah Jean",1
"Tracy,Sarah Jane",CLAS,"Tracy,Sarah Jane",3
"Trastek,Victor Frederick",CHS,"Trastek,Victor Frederick",1
"Treacy,Michael Matthew John",CLAS,"Treacy,Michael Matthew John",1
"Trenchevska,Olgica",BDI,"Trenchevska,Olgica",2
"Trifiro,Anthony J",CLAS,"Trifiro,Anthony J",1
"Trimble,Steven Wesley",IAFSE,"Trimble,Steven Wesley",1
"Trovitch,Ryan James",CLAS,"Trovitch,Ryan James",1
"Trujillo,Rhett Diago",WPC,"Trujillo,Rhett Diago",1
"Truong,Danh Dinh",IAFSE,"Truong,Danh Dinh",0
"Tsai,Jiun-Yi",CLAS,"Tsai,Jiun-Yi",1
"Tsakalis,Konstantinos",IAFSE,"Tsakalis,Konstantinos",1
"Tsow,Tsing Wai",BDI,"Tsow,Tsing Wai",2
"Tsuda,Takeyuki",CLAS,"Tsuda,Takeyuki",1
"Turaga,Pavan Kumar",HIDA,"Turaga,Pavan Kumar",3
"Turker,Ebru",CLAS,"Turker,Ebru",1
"Turner II,Billie Lee",CLAS,"Turner II,Billie Lee",2
"Turriziani Colonna,Federica",CLAS,"Turriziani Colonna,Federica",1
"Tylavsky,Daniel John",IAFSE,"Tylavsky,Daniel John",3
"Tyler,William James",IAFSE,"Tyler,William James",2
"Ugarova,Tatiana P",CLAS,"Ugarova,Tatiana P",3
"Umana-Taylor,Adriana J",CLAS,"Umana-Taylor,Adriana J",2
"Underiner,Tamara Lou",HIDA,"Underiner,Tamara Lou",1
"Underwood,Benjamin Shane",IAFSE,"Underwood,Benjamin Shane",8
"Updegraff,Kimberly A",CLAS,"Updegraff,Kimberly A",1
"Vachaspati,Tanmay",CLAS,"Vachaspati,Tanmay",1
"Vaiana,Sara",CLAS,"Vaiana,Sara",1
"Valencia,William Ruben",PUBSRV,"Valencia,William Ruben",3
"Valente,Matthew",CLAS,"Valente,Matthew",0
"Van De Sande,Carla",CLAS,"Van De Sande,Carla",1
"Van Der Leeuw,Sander",CLAS,"Van Der Leeuw,Sander",1
"Van Gelderen,Elly",CLAS,"Van Gelderen,Elly",1
"Van Horn,Wade Dale",CLAS,"Van Horn,Wade Dale",2
"Van Huisstede,Lauren Elizabeth",CLAS,"Van Huisstede,Lauren Elizabeth",0
"Van Soest,Matthijs Cornelis",CLAS,"Van Soest,Matthijs Cornelis",1
"Vanlehn,Kurt A",IAFSE,"Vanlehn,Kurt A",2
"Vanmali,Binaben H",EVPP,"Vanmali,Binaben H",1
"Varnum,Michael E",CLAS,"Varnum,Michael E",1
"Vasileska,Dragica",IAFSE,"Vasileska,Dragica",2
"Vaughan,Linda",CHS,"Vaughan,Linda",1
"Vega-Lopez,Sonia",CHS,"Vega-Lopez,Sonia",1
"Vega,Sujey",CLAS,"Vega,Sujey",2
"Velasquez,Donna Marie",CONHI,"Velasquez,Donna Marie",1
"Velazquez,Ramon",BDI,"Velazquez,Ramon",0
"Velez-Ibanez,Carlos",CLAS,"Velez-Ibanez,Carlos",1
"Venkatesan,Arjunkrishna",BDI,"Venkatesan,Arjunkrishna",1
"Veramendi,Gregory Francisco",WPC,"Veramendi,Gregory Francisco",1
"Vermaas,Willem F J",CLAS,"Vermaas,Willem F J",3
"Vernon,Brent",IAFSE,"Vernon,Brent",2
"Vidt,Meghan Elise",CHS,"Vidt,Meghan Elise",1
"Villalobos,Jesus R",IAFSE,"Villalobos,Jesus R",2
"Vittal,Vijay",IAFSE,"Vittal,Vijay",5
"Vivoni,Enrique",IAFSE,"Vivoni,Enrique",6
"Vogt,Christine Ann",PUBSRV,"Vogt,Christine Ann",1
"Von Hagen,Mark",CLAS,"Von Hagen,Mark",1
"Vrudhula,Sarma B K",IAFSE,"Vrudhula,Sarma B K",5
"Wadhwa,Meenakshi",CLAS,"Wadhwa,Meenakshi",3
"Wagner-Dunbar,Faith Marg",MLFTC,"Wagner-Dunbar,Faith Marg",1
"Wagner,Carl Edward",ARTS,"Wagner,Carl Edward",1
"Wagner,Robert Vernon",CLAS,"Wagner,Robert Vernon",1
"Waldman,David A",THUNDERBIRD,"Waldman,David A",1
"Waldron,Vincent R",ARTS,"Waldron,Vincent R",1
"Walker,Douglas Gordon",BDI,"Walker,Douglas Gordon",3
"Walker,Erin Ashley",IAFSE,"Walker,Erin Ashley",3
"Walker,Ian James",CLAS,"Walker,Ian James",1
"Wallace,Danielle Marie",PUBSRV,"Wallace,Danielle Marie",3
"Wallstrom,Garrick L",CHS,"Wallstrom,Garrick L",8
"Walters,Debra Molina",MLFTC,"Walters,Debra Molina",1
"Wang,Chao",IAFSE,"Wang,Chao",3
"Wang,Dingzhi",BDI,"Wang,Dingzhi",1
"Wang,Dongwen",CHS,"Wang,Dongwen",1
"Wang,Liping",IAFSE,"Wang,Liping",2
"Wang,Qing Hua",IAFSE,"Wang,Qing Hua",2
"Wang,Robert Y.",IAFSE,"Wang,Robert Y.",1
"Wang,Shaopeng",BDI,"Wang,Shaopeng",2
"Wang,Xia",PUBSRV,"Wang,Xia",1
"Wang,Xiao",IAFSE,"Wang,Xiao",2
"Wang,Xu",CLAS,"Wang,Xu",2
"Wang,Xuan",CLAS,"Wang,Xuan",2
"Wang,Yalin",IAFSE,"Wang,Yalin",2
"Wang,Zhihua",IAFSE,"Wang,Zhihua",3
"Warner,Carolyn",CLAS,"Warner,Carolyn",1
"Webb,Vincent J",PUBSRV,"Webb,Vincent J",2
"Weidenaar,Kim Elizabeth",LAW,"Weidenaar,Kim Elizabeth",1
"Weierstall,Uwe Juergen",CLAS,"Weierstall,Uwe Juergen",2
"Welch,Eric W",PUBSRV,"Welch,Eric W",2
"Welfert,Bruno Denis",CLAS,"Welfert,Bruno Denis",1
"Wellington,Danika Fay",CLAS,"Wellington,Danika Fay",0
"Wentz,Elizabeth Ann",CLAS,"Wentz,Elizabeth Ann",3
"Wermers,James Edward",CISA,"Wermers,James Edward",2
"Wernimont,Jacqueline",CLAS,"Wernimont,Jacqueline",3
"Werth,Susanna",CLAS,"Werth,Susanna",2
"Wertheimer,Eric H R",EVPP,"Wertheimer,Eric H R",3
"West,Stephen G",CLAS,"West,Stephen G",1
"West,Stephen H",CLAS,"West,Stephen H",1
"Westerhoff,Paul",IAFSE,"Westerhoff,Paul",7
"Westlake,Garret M",OKED,"Westlake,Garret M",1
"Wetmore,Jameson Michael",SFIS,"Wetmore,Jameson Michael",2
"Wetzel,Jon",IAFSE,"Wetzel,Jon",1
"Wetzel,Nicole Michelle",ARTS,"Wetzel,Nicole Michelle",1
"Wharton,Christopher Mack",CHS,"Wharton,Christopher Mack",3
"Whelan,Mary Kathryn",LIB,"Whelan,Mary Kathryn",3
"Whipple,Kelin X",CLAS,"Whipple,Kelin X",2
"Whisner,Corrie Marie",CHS,"Whisner,Corrie Marie",2
"White,Dave Douglas",PUBSRV,"White,Dave Douglas",8
"White,Mary A",ISTL,"White,Mary A",1
"White,Michael D",PUBSRV,"White,Michael D",1
"White,Rebecca May Blumenauer",CLAS,"White,Rebecca May Blumenauer",2
"Whitsett,Andrea Johns",PUBSRV,"Whitsett,Andrea Johns",2
"Wiktor,Peter Jan",BDI,"Wiktor,Peter Jan",1
"Wilcox,Martha Jeanne",MLFTC,"Wilcox,Martha Jeanne",3
"Wilkens,Natalie Desrochers",CLAS,"Wilkens,Natalie Desrochers",3
"Williams,David A",CLAS,"Williams,David A",1
"Williams,Deborah L",CLAS,"Williams,Deborah L",3
"Williams,Douglas Adrian",CLAS,"Williams,Douglas Adrian",1
"Williams,Joann Clara",CLAS,"Williams,Joann Clara",1
"Williams,Lela Rankin",PUBSRV,"Williams,Lela Rankin",1
"Williams,Lynda B",CLAS,"Williams,Lynda B",1
"Williamson,John Clint",OKED,"Williamson,John Clint",2
"Willis,Wayne Tyrus",CHS,"Willis,Wayne Tyrus",1
"Wilson Sayres,Melissa A",CLAS,"Wilson Sayres,Melissa A",4
"Wilson-Rawls,Norma Jeanne",CLAS,"Wilson-Rawls,Norma Jeanne",2
"Windhorst,Rogier A",CLAS,"Windhorst,Rogier A",3
"Winterton,Jamie",GSECURITY,"Winterton,Jamie",3
"Wittmann,Axel",CLAS,"Wittmann,Axel",1
"Wolchik,Sharlene",CLAS,"Wolchik,Sharlene",1
"Wolfersteig,Wendy L",PUBSRV,"Wolfersteig,Wendy L",2
"Wolowiec-Fisher,Kimberly Chris",MLFTC,"Wolowiec-Fisher,Kimberly Chris",2
"Wood,Reed Morrison",CLAS,"Wood,Reed Morrison",2
"Woodall,Gina Marie Serignese",CLAS,"Woodall,Gina Marie Serignese",1
"Woodbury,Neal Walter",CLAS,"Woodbury,Neal Walter",6
"Wright,Allen B",IAFSE,"Wright,Allen B",1
"Wright,Christian Douglas",CLAS,"Wright,Christian Douglas",1
"Wright,Kevin A",PUBSRV,"Wright,Kevin A",2
"Wright,Thorin",CLAS,"Wright,Thorin",1
"Wu,Bing",IAFSE,"Wu,Bing",2
"Wu,Carole-Jean",IAFSE,"Wu,Carole-Jean",1
"Wu,Jun",CLAS,"Wu,Jun",1
"Wu,Teresa",IAFSE,"Wu,Teresa",5
"Wutich,Amber Elisabeth Yoder",CLAS,"Wutich,Amber Elisabeth Yoder",4
"Wylie,Ruth",MLFTC,"Wylie,Ruth",3
"Wynne,Clive",CLAS,"Wynne,Clive",2
"Xian,Xiaojun",BDI,"Xian,Xiaojun",1
"Xue,Guoliang",IAFSE,"Xue,Guoliang",2
"Yamashiro,Carl Takeshi",CHS,"Yamashiro,Carl Takeshi",1
"Yan,Hao",CLAS,"Yan,Hao",7
"Yao,Yu",IAFSE,"Yao,Yu",4
"Yarger,Jeffery Lynn",CLAS,"Yarger,Jeffery Lynn",5
"Yau,Sik-Sang",IAFSE,"Yau,Sik-Sang",1
"Ye,Nong",IAFSE,"Ye,Nong",3
"Yeager,Cynthia Jean",THUNDERBIRD,"Yeager,Cynthia Jean",0
"Yekani Fard,Masoud",IAFSE,"Yekani Fard,Masoud",1
"Ying,Lei",IAFSE,"Ying,Lei",3
"York,Abigail",CLAS,"York,Abigail",3
"Yost,William A",CHS,"Yost,William A",2
"Young,Patrick",CLAS,"Young,Patrick",1
"Youngbull,Aaron Cody",CLAS,"Youngbull,Aaron Cody",1
"Youngstedt,Shawn D",CONHI,"Youngstedt,Shawn D",2
"Yu,Hongbin",IAFSE,"Yu,Hongbin",3
"Yu,Hongyu",IAFSE,"Yu,Hongyu",2
"Yu,Shimeng",IAFSE,"Yu,Shimeng",3
"Zachary,Gregg Pascal",SFIS,"Zachary,Gregg Pascal",1
"Zaniewski,Anna",CLAS,"Zaniewski,Anna",2
"Zapata,Claudia E",IAFSE,"Zapata,Claudia E",1
"Zatsepin,Nadia",CLAS,"Zatsepin,Nadia",1
"Zautra,Alex John",CLAS,"Zautra,Alex John",1
"Zhai,Guang",CLAS,"Zhai,Guang",0
"Zhang,Fei",BDI,"Zhang,Fei",1
"Zhang,Jun Lei",CLAS,"Zhang,Jun Lei",0
"Zhang,Junshan",IAFSE,"Zhang,Junshan",2
"Zhang,Peiming",BDI,"Zhang,Peiming",2
"Zhang,Wenlong",IAFSE,"Zhang,Wenlong",3
"Zhang,Xia",CLAS,"Zhang,Xia",1
"Zhang,Yanchao",IAFSE,"Zhang,Yanchao",2
"Zhang,Yong-Hang",IAFSE,"Zhang,Yong-Hang",6
"Zhang,Yu",IAFSE,"Zhang,Yu",1
"Zhao,Ming",IAFSE,"Zhao,Ming",2
"Zhao,Yuji",IAFSE,"Zhao,Yuji",3
"Zhao,Zhan-Gong",BDI,"Zhao,Zhan-Gong",1
"Zheng,Yi",CLAS,"Zheng,Yi",2
"Zhou,Chen",BDI,"Zhou,Chen",1
"Zhou,Xuesong",IAFSE,"Zhou,Xuesong",3
"Zhou,Yi",CHS,"Zhou,Yi",1
"Zolotov,Mikhail",CLAS,"Zolotov,Mikhail",1
